Order_ID,Order_Date,Region,Category,Product,Customer_Segment,Ship_Mode,Quantity,Discount,Sales,Profit
ORD-1844,2024-04-28,West,Groceries,Juice,Corporate,Standard,6,0.15,42.83,6.38
ORD-1845,2024-04-29,South,Furniture,Office Chair,Corporate,Same Day,6,0.0,488.38,66.16
ORD-1846,2024-04-29,East,Furniture,Desk,Corporate,Standard,4,0.0,1416.72,80.52
ORD-1847,2024-04-29,Central,Stationery,Notebook,Consumer,Standard,5,0.1,247.95,47.44
ORD-1848,2024-04-29,East,Stationery,Desk Organizer,Consumer,Standard,1,0.05,25.64,7.09
ORD-1849,2024-04-29,South,Clothing,Jacket,Consumer,Express,5,0.0,106.33,16.32
ORD-1850,2024-04-29,East,Clothing,Cap,Corporate,Standard,1,0.1,76.99,16.63
ORD-1851,2024-04-30,North,Clothing,Sneakers,Small Business,Standard,4,0.0,100.55,31.73
ORD-1852,2024-04-30,East,Groceries,Cereal,Consumer,Standard,4,0.1,13.05,1.33
ORD-1853,2024-04-30,West,Furniture,Office Chair,Consumer,Standard,2,0.1,446.74,60.43
ORD-1854,2024-04-30,West,Stationery,Pen Set,Small Business,Standard,5,0.0,213.91,67.93
ORD-1855,2024-04-30,South,Electronics,Headphones,Consumer,Standard,7,0.05,2111.83,194.7
ORD-1856,2024-04-30,North,Clothing,Cap,Small Business,Express,2,0.15,44.24,13.02
ORD-1857,2024-04-30,East,Stationery,Marker Pack,Small Business,Standard,4,0.0,99.53,28.91
ORD-1858,2024-04-30,North,Groceries,Spices,Consumer,Standard,4,0.1,26.56,5.53
ORD-1859,2024-04-30,North,Groceries,Spices,Consumer,Standard,6,0.0,219.8,34.08
ORD-1860,2024-04-30,Central,Clothing,T-Shirt,Corporate,Express,6,0.0,361.95,97.1
ORD-1861,2024-04-30,South,Clothing,Sneakers,Consumer,Express,5,0.1,183.55,54.64
ORD-1862,2024-04-30,East,Furniture,Sofa,Consumer,Standard,3,0.05,1100.35,62.84
ORD-1863,2024-05-01,Central,Furniture,Sofa,Consumer,Same Day,1,0.0,386.83,27.96
ORD-1864,2024-05-01,West,Electronics,Headphones,Corporate,Same Day,4,0.15,2217.96,172.09
ORD-1865,2024-05-01,North,Stationery,Backpack,Small Business,Express,2,0.0,52.12,11.11
ORD-1866,2024-05-01,West,Furniture,Office Chair,Corporate,Standard,4,0.0,1189.65,96.03
ORD-1867,2024-05-01,North,Stationery,Desk Organizer,Corporate,Express,5,0.05,148.1,37.54
ORD-1868,2024-05-01,Central,Electronics,Tablet,Corporate,Express,3,0.05,1335.89,150.93
ORD-1869,2024-05-01,South,Stationery,Backpack,Corporate,Express,5,0.0,172.55,49.9
ORD-1870,2024-05-01,Central,Furniture,Office Chair,Consumer,Standard,5,0.05,1686.51,155.72
ORD-1871,2024-05-02,North,Electronics,Laptop,Corporate,Standard,2,0.2,174.16,8.63
ORD-1872,2024-05-02,South,Stationery,Desk Organizer,Consumer,Standard,4,0.15,16.14,5.1
ORD-1873,2024-05-02,South,Furniture,Desk,Consumer,Standard,1,0.0,111.78,7.85
ORD-1874,2024-05-02,South,Stationery,Marker Pack,Consumer,Standard,6,0.05,190.9,65.69
ORD-1875,2024-05-02,North,Stationery,Backpack,Consumer,Same Day,2,0.0,66.57,26.53
ORD-1876,2024-05-02,North,Furniture,Sofa,Consumer,Standard,3,0.2,1086.64,124.99
ORD-1877,2024-05-02,South,Stationery,Desk Organizer,Corporate,Same Day,3,0.0,171.78,56.39
ORD-1878,2024-05-02,West,Furniture,Desk,Consumer,Express,7,0.0,2480.37,147.82
ORD-1879,2024-05-02,Central,Groceries,Cereal,Small Business,Standard,5,0.15,68.85,9.33
ORD-1880,2024-05-02,Central,Electronics,Tablet,Corporate,Same Day,4,0.1,1316.79,77.85
ORD-1881,2024-05-02,Central,Groceries,Coffee,Small Business,Standard,1,0.1,13.86,2.71
ORD-1882,2024-05-02,East,Electronics,Headphones,Corporate,Express,1,0.0,121.49,14.43
ORD-1883,2024-05-02,North,Furniture,Office Chair,Consumer,Standard,6,0.2,1778.87,20.85
ORD-1884,2024-05-02,North,Furniture,Dining Table,Corporate,Same Day,7,0.0,1079.38,65.53
ORD-1885,2024-05-03,North,Furniture,Dining Table,Corporate,Express,1,0.1,382.66,52.55
ORD-1886,2024-05-03,North,Stationery,Desk Organizer,Corporate,Standard,5,0.05,230.51,72.74
ORD-1887,2024-05-03,South,Groceries,Coffee,Small Business,Standard,6,0.1,26.17,3.73
ORD-1888,2024-05-04,South,Groceries,Snack Pack,Corporate,Same Day,4,0.2,16.75,2.13
ORD-1889,2024-05-04,South,Stationery,Notebook,Small Business,Same Day,1,0.0,35.23,10.91
ORD-1890,2024-05-04,South,Groceries,Coffee,Small Business,Express,5,0.0,128.03,22.57
ORD-1891,2024-05-04,South,Groceries,Juice,Corporate,Standard,7,0.15,59.84,7.77
ORD-1892,2024-05-04,South,Electronics,Smartwatch,Consumer,Express,1,0.0,414.23,67.32
ORD-1893,2024-05-04,Central,Clothing,T-Shirt,Consumer,Standard,7,0.05,433.91,144.47
ORD-1894,2024-05-04,North,Clothing,T-Shirt,Corporate,Express,5,0.0,84.99,22.04
ORD-1895,2024-05-05,West,Furniture,Dining Table,Small Business,Standard,5,0.05,1268.15,175.95
ORD-1896,2024-05-05,South,Groceries,Cereal,Consumer,Standard,1,0.0,10.25,1.41
ORD-1897,2024-05-05,East,Electronics,Tablet,Small Business,Same Day,2,0.05,936.95,153.82
ORD-1898,2024-05-05,West,Electronics,Smartphone,Consumer,Standard,2,0.1,1570.72,228.28
ORD-1899,2024-05-05,Central,Electronics,Tablet,Consumer,Standard,2,0.05,1246.71,228.0
ORD-1900,2024-05-05,Central,Stationery,Marker Pack,Consumer,Standard,1,0.1,10.44,2.29
ORD-1901,2024-05-05,West,Clothing,T-Shirt,Consumer,Standard,3,0.0,215.81,47.94
ORD-1902,2024-05-05,West,Furniture,Office Chair,Corporate,Standard,6,0.1,1794.56,123.25
ORD-1903,2024-05-06,Central,Clothing,Cap,Consumer,Standard,3,0.05,184.05,45.04
ORD-1904,2024-05-06,North,Clothing,Jeans,Small Business,Standard,5,0.0,429.96,115.74
ORD-1905,2024-05-06,North,Electronics,Smartphone,Small Business,Express,7,0.05,4387.46,729.3
ORD-1906,2024-05-07,East,Stationery,Backpack,Consumer,Standard,6,0.0,145.69,49.37
ORD-1907,2024-05-07,East,Electronics,Smartphone,Consumer,Standard,7,0.1,1439.46,81.61
ORD-1908,2024-05-07,North,Groceries,Spices,Corporate,Standard,2,0.0,24.54,5.9
ORD-1909,2024-05-07,East,Stationery,Backpack,Small Business,Express,3,0.05,35.15,8.15
ORD-1910,2024-05-07,North,Groceries,Spices,Corporate,Express,3,0.0,112.82,13.52
ORD-1911,2024-05-07,West,Groceries,Juice,Consumer,Standard,7,0.15,169.47,23.97
ORD-1912,2024-05-07,North,Groceries,Spices,Corporate,Express,7,0.0,66.81,9.69
ORD-1913,2024-05-07,North,Clothing,T-Shirt,Small Business,Standard,2,0.0,32.3,7.81
ORD-1914,2024-05-07,North,Groceries,Snack Pack,Consumer,Standard,5,0.0,73.11,9.1
ORD-1915,2024-05-07,West,Clothing,Cap,Corporate,Standard,2,0.0,81.04,14.27
ORD-1916,2024-05-07,South,Electronics,Smartwatch,Small Business,Express,7,0.0,5092.87,848.89
ORD-1917,2024-05-08,East,Clothing,Sneakers,Consumer,Standard,4,0.05,153.56,25.09
ORD-1918,2024-05-08,Central,Furniture,Sofa,Consumer,Standard,2,0.0,367.48,62.25
ORD-1919,2024-05-08,South,Stationery,Desk Organizer,Corporate,Standard,6,0.05,139.39,30.74
ORD-1920,2024-05-08,Central,Electronics,Laptop,Small Business,Express,6,0.05,2912.14,219.34
ORD-1921,2024-05-08,West,Clothing,T-Shirt,Corporate,Same Day,5,0.0,238.91,51.34
ORD-1922,2024-05-08,South,Electronics,Smartphone,Consumer,Standard,2,0.1,491.88,32.2
ORD-1923,2024-05-09,Central,Furniture,Bookshelf,Consumer,Express,4,0.2,1092.19,37.61
ORD-1924,2024-05-09,North,Stationery,Desk Organizer,Small Business,Standard,1,0.1,24.53,5.48
ORD-1925,2024-05-09,Central,Clothing,Sneakers,Small Business,Express,1,0.0,16.11,5.6
ORD-1926,2024-05-09,West,Furniture,Dining Table,Corporate,Same Day,1,0.05,420.23,40.49
ORD-1927,2024-05-09,West,Electronics,Laptop,Consumer,Standard,4,0.1,2645.7,305.23
ORD-1928,2024-05-09,West,Electronics,Smartwatch,Consumer,Same Day,2,0.05,505.12,85.61
ORD-1929,2024-05-09,South,Clothing,Jeans,Consumer,Standard,6,0.1,204.05,46.34
ORD-1930,2024-05-09,South,Furniture,Dining Table,Corporate,Standard,4,0.0,358.25,18.52
ORD-1931,2024-05-09,East,Furniture,Desk,Consumer,Express,4,0.2,1518.98,20.53
ORD-1932,2024-05-09,West,Groceries,Coffee,Consumer,Standard,3,0.05,12.16,1.14
ORD-1933,2024-05-09,West,Clothing,Jacket,Corporate,Standard,4,0.0,64.19,12.77
ORD-1934,2024-05-09,North,Furniture,Sofa,Consumer,Same Day,5,0.15,1409.64,172.53
ORD-1935,2024-05-10,South,Furniture,Sofa,Corporate,Standard,4,0.0,772.88,70.54
ORD-1936,2024-05-10,South,Electronics,Tablet,Corporate,Standard,4,0.1,1246.36,167.59
ORD-1937,2024-05-10,West,Stationery,Pen Set,Consumer,Standard,3,0.0,97.07,28.42
ORD-1938,2024-05-10,West,Furniture,Dining Table,Small Business,Express,4,0.0,478.56,38.63
ORD-1939,2024-05-10,South,Clothing,Jeans,Consumer,Standard,1,0.05,18.08,3.32
ORD-1940,2024-05-11,Central,Clothing,Sneakers,Corporate,Standard,4,0.0,336.38,76.26
ORD-1941,2024-05-11,East,Groceries,Snack Pack,Consumer,Standard,1,0.05,29.41,3.69
ORD-1942,2024-05-11,North,Groceries,Coffee,Consumer,Express,1,0.05,16.69,1.64
ORD-1943,2024-05-11,East,Electronics,Headphones,Consumer,Same Day,2,0.05,266.09,26.43
ORD-1944,2024-05-11,North,Stationery,Notebook,Consumer,Same Day,6,0.05,243.13,54.67
ORD-1945,2024-05-11,South,Electronics,Laptop,Corporate,Express,1,0.1,646.66,118.31
ORD-1946,2024-05-11,East,Clothing,T-Shirt,Consumer,Standard,3,0.15,189.91,28.3
ORD-1947,2024-05-11,Central,Furniture,Desk,Consumer,Standard,1,0.0,256.9,39.06
ORD-1948,2024-05-11,North,Furniture,Sofa,Consumer,Express,4,0.05,864.63,114.49
ORD-1949,2024-05-12,South,Clothing,T-Shirt,Consumer,Standard,3,0.2,31.55,4.75
ORD-1950,2024-05-13,East,Furniture,Desk,Corporate,Standard,2,0.0,916.88,98.33
ORD-1951,2024-05-13,North,Electronics,Smartphone,Consumer,Standard,6,0.0,1830.89,392.87
ORD-1952,2024-05-13,West,Electronics,Headphones,Corporate,Standard,6,0.2,2797.9,200.17
ORD-1953,2024-05-13,North,Electronics,Headphones,Small Business,Same Day,3,0.15,906.81,44.98
ORD-1954,2024-05-13,South,Clothing,Jacket,Small Business,Express,5,0.15,117.77,28.82
ORD-1955,2024-05-14,West,Clothing,Sneakers,Corporate,Standard,2,0.0,48.84,9.6
ORD-1956,2024-05-14,North,Electronics,Laptop,Consumer,Standard,2,0.0,1617.42,170.59
ORD-1957,2024-05-14,North,Stationery,Backpack,Consumer,Standard,2,0.05,53.41,18.71
ORD-1958,2024-05-14,South,Furniture,Sofa,Corporate,Express,4,0.0,1727.79,143.3
ORD-1959,2024-05-14,Central,Clothing,Cap,Consumer,Standard,2,0.05,22.77,5.89
ORD-1960,2024-05-14,South,Groceries,Cereal,Small Business,Express,6,0.1,84.45,6.98
ORD-1961,2024-05-15,Central,Electronics,Smartphone,Consumer,Standard,2,0.15,423.48,72.54
ORD-1962,2024-05-15,Central,Groceries,Snack Pack,Small Business,Same Day,2,0.0,38.66,8.52
ORD-1963,2024-05-15,East,Groceries,Snack Pack,Consumer,Express,5,0.05,54.57,12.05
ORD-1964,2024-05-15,South,Electronics,Headphones,Consumer,Express,7,0.1,5034.17,698.44
ORD-1965,2024-05-15,South,Stationery,Notebook,Corporate,Standard,3,0.05,39.6,14.52
ORD-1966,2024-05-15,South,Groceries,Juice,Consumer,Express,6,0.15,128.81,25.81
ORD-1967,2024-05-15,South,Stationery,Pen Set,Consumer,Standard,1,0.2,24.28,6.71
ORD-1968,2024-05-15,Central,Stationery,Pen Set,Consumer,Standard,6,0.0,296.47,63.93
ORD-1969,2024-05-15,North,Groceries,Snack Pack,Consumer,Standard,7,0.0,208.08,21.58
ORD-1970,2024-05-16,Central,Electronics,Laptop,Consumer,Express,3,0.0,2588.75,243.83
ORD-1971,2024-05-16,West,Electronics,Headphones,Consumer,Standard,3,0.05,391.97,30.49
ORD-1972,2024-05-16,East,Clothing,Sneakers,Corporate,Standard,7,0.05,530.32,146.28
ORD-1973,2024-05-16,Central,Electronics,Tablet,Consumer,Standard,7,0.0,3137.76,611.54
ORD-1974,2024-05-17,North,Clothing,Jacket,Corporate,Express,3,0.0,70.07,20.92
ORD-1975,2024-05-17,South,Electronics,Smartphone,Small Business,Standard,3,0.05,1932.26,347.44
ORD-1976,2024-05-17,West,Groceries,Spices,Consumer,Standard,4,0.1,21.35,3.69
ORD-1977,2024-05-17,Central,Groceries,Cereal,Consumer,Standard,6,0.0,201.34,48.95
ORD-1978,2024-05-17,South,Stationery,Marker Pack,Consumer,Standard,1,0.0,3.88,0.88
ORD-1979,2024-05-18,West,Furniture,Sofa,Small Business,Standard,2,0.15,668.33,60.81
ORD-1980,2024-05-18,West,Electronics,Smartwatch,Consumer,Express,7,0.0,1163.95,216.97
ORD-1981,2024-05-18,East,Electronics,Smartwatch,Consumer,Same Day,2,0.1,962.24,58.54
ORD-1982,2024-05-18,East,Clothing,T-Shirt,Consumer,Same Day,1,0.1,34.49,9.8
ORD-1983,2024-05-18,Central,Electronics,Laptop,Corporate,Express,1,0.0,634.8,111.49
ORD-1984,2024-05-18,North,Furniture,Office Chair,Consumer,Standard,4,0.05,1648.55,65.17
ORD-1985,2024-05-18,Central,Clothing,Jeans,Corporate,Standard,5,0.0,267.49,82.32
ORD-1986,2024-05-18,East,Clothing,Sneakers,Small Business,Standard,6,0.1,143.56,37.32
ORD-1987,2024-05-18,West,Groceries,Cereal,Consumer,Standard,7,0.0,279.27,35.49
ORD-1988,2024-05-18,North,Stationery,Marker Pack,Small Business,Express,7,0.05,311.93,102.61
ORD-1989,2024-05-18,South,Clothing,Jacket,Corporate,Express,3,0.0,140.77,30.42
ORD-1990,2024-05-18,South,Electronics,Headphones,Consumer,Standard,5,0.1,1853.68,201.3
ORD-1991,2024-05-18,West,Stationery,Notebook,Corporate,Express,2,0.15,41.05,7.96
ORD-1992,2024-05-19,North,Clothing,Jeans,Corporate,Express,7,0.1,451.47,77.01
ORD-1993,2024-05-19,East,Furniture,Bookshelf,Consumer,Express,7,0.05,3224.08,195.86
ORD-1994,2024-05-19,East,Electronics,Smartwatch,Corporate,Express,3,0.1,1995.2,263.6
ORD-1995,2024-05-20,East,Groceries,Cereal,Small Business,Standard,5,0.15,44.21,5.31
ORD-1996,2024-05-20,East,Furniture,Sofa,Consumer,Standard,6,0.1,1161.6,100.16
ORD-1997,2024-05-20,North,Clothing,Jacket,Consumer,Express,1,0.1,71.35,17.27
ORD-1998,2024-05-20,South,Groceries,Spices,Consumer,Standard,6,0.0,74.99,14.72
ORD-1999,2024-05-20,South,Furniture,Dining Table,Consumer,Standard,2,0.0,840.39,62.91
ORD-2000,2024-05-20,East,Electronics,Smartwatch,Consumer,Standard,5,0.0,1730.71,160.63
ORD-2001,2024-05-20,North,Electronics,Smartphone,Corporate,Standard,2,0.15,1248.38,180.66
ORD-2002,2024-05-20,West,Groceries,Juice,Corporate,Standard,4,0.05,52.44,7.51
ORD-2003,2024-05-21,West,Groceries,Cereal,Consumer,Standard,1,0.05,29.46,4.3
ORD-2004,2024-05-21,West,Clothing,T-Shirt,Small Business,Standard,1,0.0,21.17,4.94
ORD-2005,2024-05-21,North,Electronics,Tablet,Small Business,Standard,3,0.05,1729.34,214.54
ORD-2006,2024-05-21,East,Furniture,Dining Table,Consumer,Standard,7,0.1,2013.94,267.49
ORD-2007,2024-05-21,Central,Electronics,Laptop,Small Business,Standard,2,0.05,1588.3,218.7
ORD-2008,2024-05-21,East,Electronics,Smartphone,Corporate,Standard,6,0.05,4441.2,541.7
ORD-2009,2024-05-21,South,Furniture,Desk,Corporate,Standard,4,0.1,1360.02,139.28
ORD-2010,2024-05-22,West,Furniture,Sofa,Consumer,Express,2,0.0,482.25,26.68
ORD-2011,2024-05-22,East,Electronics,Smartphone,Consumer,Express,3,0.15,1462.89,62.09
ORD-2012,2024-05-22,West,Furniture,Desk,Small Business,Standard,6,0.1,2327.46,156.2
ORD-2013,2024-05-22,North,Stationery,Pen Set,Corporate,Express,1,0.1,18.88,4.93
ORD-2014,2024-05-22,South,Groceries,Cereal,Consumer,Standard,6,0.0,100.02,23.99
ORD-2015,2024-05-22,East,Clothing,T-Shirt,Corporate,Express,7,0.0,348.25,55.66
ORD-2016,2024-05-22,North,Stationery,Backpack,Consumer,Standard,3,0.0,16.67,5.7
ORD-2017,2024-05-23,East,Groceries,Coffee,Consumer,Standard,4,0.05,27.64,6.33
ORD-2018,2024-05-23,South,Stationery,Desk Organizer,Small Business,Same Day,1,0.0,9.15,3.57
ORD-2019,2024-05-23,East,Electronics,Tablet,Consumer,Standard,7,0.0,1465.45,297.78
ORD-2020,2024-05-23,South,Furniture,Sofa,Consumer,Standard,7,0.0,2295.31,268.21
ORD-2021,2024-05-23,South,Groceries,Coffee,Consumer,Express,4,0.0,116.93,26.52
ORD-2022,2024-05-23,West,Groceries,Juice,Consumer,Standard,3,0.1,38.17,6.34
ORD-2023,2024-05-23,East,Groceries,Juice,Consumer,Standard,1,0.05,31.54,6.5
ORD-2024,2024-05-23,South,Clothing,Jeans,Consumer,Express,7,0.0,385.71,123.61
ORD-2025,2024-05-23,North,Clothing,T-Shirt,Corporate,Same Day,2,0.2,38.5,8.91
ORD-2026,2024-05-24,East,Electronics,Laptop,Corporate,Standard,1,0.0,750.22,155.07
ORD-2027,2024-05-24,East,Groceries,Spices,Consumer,Standard,2,0.05,55.98,5.18
ORD-2028,2024-05-24,West,Electronics,Laptop,Corporate,Same Day,6,0.05,3323.57,257.96
ORD-2029,2024-05-24,West,Groceries,Cereal,Small Business,Standard,2,0.0,35.27,4.91
ORD-2030,2024-05-24,North,Stationery,Notebook,Consumer,Standard,4,0.15,128.35,42.28
ORD-2031,2024-05-25,South,Clothing,Jeans,Consumer,Same Day,4,0.15,66.4,11.89
ORD-2032,2024-05-25,West,Clothing,T-Shirt,Corporate,Standard,2,0.1,111.28,16.24
ORD-2033,2024-05-25,Central,Electronics,Smartwatch,Small Business,Express,1,0.1,346.39,65.38
ORD-2034,2024-05-26,South,Furniture,Dining Table,Consumer,Standard,4,0.0,1064.8,142.0
ORD-2035,2024-05-26,West,Electronics,Laptop,Consumer,Standard,1,0.05,139.05,25.61
ORD-2036,2024-05-26,East,Clothing,Jacket,Corporate,Express,5,0.0,326.81,70.89
ORD-2037,2024-05-26,South,Electronics,Smartphone,Consumer,Express,7,0.15,2939.3,238.6
ORD-2038,2024-05-26,West,Stationery,Desk Organizer,Small Business,Standard,1,0.05,36.39,10.32
ORD-2039,2024-05-26,West,Furniture,Office Chair,Consumer,Same Day,4,0.15,1574.34,173.58
ORD-2040,2024-05-27,Central,Clothing,Sneakers,Corporate,Same Day,5,0.15,64.17,10.37
ORD-2041,2024-05-27,South,Groceries,Juice,Small Business,Standard,4,0.0,157.19,38.14
ORD-2042,2024-05-27,North,Electronics,Tablet,Corporate,Standard,3,0.0,342.64,28.93
ORD-2043,2024-05-27,West,Furniture,Sofa,Consumer,Express,7,0.0,661.84,92.17
ORD-2044,2024-05-27,South,Electronics,Headphones,Consumer,Standard,2,0.0,1387.99,133.27
ORD-2045,2024-05-27,North,Groceries,Snack Pack,Consumer,Standard,1,0.0,37.26,7.82
ORD-2046,2024-05-27,East,Stationery,Pen Set,Small Business,Same Day,6,0.0,162.61,53.99
ORD-2047,2024-05-27,Central,Electronics,Smartphone,Consumer,Standard,4,0.15,3027.54,261.94
ORD-2048,2024-05-27,South,Stationery,Notebook,Consumer,Same Day,1,0.0,22.59,5.8
ORD-2049,2024-05-27,North,Furniture,Sofa,Corporate,Express,1,0.05,313.48,14.79
ORD-2050,2024-05-27,West,Stationery,Notebook,Consumer,Standard,4,0.0,174.29,35.58
ORD-2051,2024-05-28,Central,Clothing,T-Shirt,Corporate,Express,3,0.0,236.99,39.35
ORD-2052,2024-05-28,Central,Clothing,Sneakers,Small Business,Standard,3,0.0,215.49,63.33
ORD-2053,2024-05-28,North,Stationery,Backpack,Consumer,Standard,1,0.0,34.1,13.35
ORD-2054,2024-05-28,East,Clothing,Jacket,Corporate,Standard,5,0.05,79.89,24.51
ORD-2055,2024-05-28,West,Groceries,Juice,Consumer,Same Day,5,0.0,143.1,16.14
ORD-2056,2024-05-29,West,Stationery,Desk Organizer,Corporate,Standard,6,0.0,289.47,61.55
ORD-2057,2024-05-29,Central,Groceries,Cereal,Consumer,Standard,1,0.0,36.77,8.31
ORD-2058,2024-05-29,East,Groceries,Snack Pack,Small Business,Standard,4,0.05,104.53,9.05
ORD-2059,2024-05-29,South,Groceries,Spices,Consumer,Standard,1,0.0,6.09,1.21
ORD-2060,2024-05-29,West,Electronics,Smartwatch,Corporate,Express,3,0.15,846.44,146.21
ORD-2061,2024-05-29,West,Electronics,Laptop,Corporate,Express,1,0.0,282.66,59.84
ORD-2062,2024-05-29,East,Electronics,Tablet,Corporate,Standard,7,0.0,4950.31,702.37
ORD-2063,2024-05-29,North,Stationery,Desk Organizer,Consumer,Express,3,0.0,113.37,28.18
ORD-2064,2024-05-29,East,Furniture,Bookshelf,Corporate,Express,4,0.0,1953.31,321.6
ORD-2065,2024-05-30,North,Furniture,Sofa,Consumer,Express,7,0.2,2142.89,165.62
ORD-2066,2024-05-30,West,Furniture,Bookshelf,Consumer,Same Day,6,0.05,716.64,54.28
ORD-2067,2024-05-30,Central,Clothing,T-Shirt,Consumer,Standard,6,0.0,465.02,120.71
ORD-2068,2024-05-30,North,Stationery,Desk Organizer,Small Business,Express,2,0.2,13.52,3.96
ORD-2069,2024-05-30,West,Groceries,Coffee,Corporate,Standard,6,0.1,189.42,26.31
ORD-2070,2024-05-30,South,Electronics,Smartphone,Corporate,Standard,4,0.0,3039.35,441.71
ORD-2071,2024-05-30,North,Groceries,Coffee,Corporate,Standard,5,0.05,137.88,23.51
ORD-2072,2024-05-30,South,Stationery,Pen Set,Consumer,Express,6,0.05,240.64,51.87
ORD-2073,2024-05-30,South,Furniture,Bookshelf,Corporate,Express,6,0.05,1723.45,75.11
ORD-2074,2024-05-31,West,Stationery,Desk Organizer,Consumer,Standard,3,0.15,85.25,23.63
ORD-2075,2024-05-31,West,Electronics,Headphones,Small Business,Express,7,0.15,1959.58,256.16
ORD-2076,2024-05-31,North,Stationery,Backpack,Corporate,Standard,5,0.15,177.28,35.92
ORD-2077,2024-05-31,South,Electronics,Laptop,Corporate,Express,7,0.05,3453.5,623.28
ORD-2078,2024-05-31,East,Clothing,Sneakers,Consumer,Standard,3,0.1,199.55,53.9
ORD-2079,2024-06-01,East,Stationery,Notebook,Corporate,Same Day,2,0.0,56.1,12.72
ORD-2080,2024-06-01,North,Electronics,Smartwatch,Consumer,Standard,1,0.15,527.79,32.17
ORD-2081,2024-06-01,Central,Stationery,Marker Pack,Consumer,Express,1,0.0,11.26,4.36
ORD-2082,2024-06-01,South,Clothing,Jeans,Corporate,Express,2,0.0,38.38,10.71
ORD-2083,2024-06-01,Central,Furniture,Sofa,Consumer,Standard,3,0.05,948.77,53.08
ORD-2084,2024-06-01,South,Electronics,Laptop,Small Business,Express,4,0.0,2347.16,420.38
ORD-2085,2024-06-02,North,Clothing,Cap,Consumer,Standard,3,0.1,221.55,61.76
ORD-2086,2024-06-02,Central,Groceries,Snack Pack,Consumer,Standard,4,0.1,50.82,6.2
ORD-2087,2024-06-03,North,Stationery,Pen Set,Corporate,Standard,6,0.05,32.61,9.8
ORD-2088,2024-06-03,East,Groceries,Cereal,Small Business,Standard,5,0.05,151.35,28.53
ORD-2089,2024-06-03,North,Clothing,Jacket,Consumer,Standard,5,0.0,279.81,43.57
ORD-2090,2024-06-03,South,Stationery,Marker Pack,Corporate,Express,4,0.05,32.87,10.8
ORD-2091,2024-06-03,East,Furniture,Desk,Consumer,Standard,2,0.15,490.36,11.44
ORD-2092,2024-06-03,North,Stationery,Desk Organizer,Small Business,Standard,7,0.0,123.96,37.76
ORD-2093,2024-06-03,South,Furniture,Bookshelf,Consumer,Express,7,0.15,2884.53,333.09
ORD-2094,2024-06-04,South,Clothing,Jeans,Corporate,Express,7,0.0,492.99,133.88
ORD-2095,2024-06-04,Central,Clothing,Cap,Consumer,Standard,6,0.15,258.37,44.38
ORD-2096,2024-06-04,East,Groceries,Spices,Small Business,Standard,5,0.2,87.54,3.6
ORD-2097,2024-06-04,West,Stationery,Backpack,Small Business,Standard,6,0.1,29.7,5.44
ORD-2098,2024-06-04,South,Furniture,Sofa,Consumer,Standard,2,0.0,419.35,67.46
ORD-2099,2024-06-05,South,Furniture,Dining Table,Consumer,Express,1,0.0,204.96,17.9
ORD-2100,2024-06-05,East,Groceries,Juice,Consumer,Standard,6,0.0,79.27,15.99
ORD-2101,2024-06-05,Central,Stationery,Notebook,Consumer,Same Day,3,0.05,109.24,32.3
ORD-2102,2024-06-05,East,Electronics,Smartwatch,Consumer,Standard,5,0.05,4203.59,694.35
ORD-2103,2024-06-05,North,Clothing,Cap,Consumer,Express,4,0.1,71.24,9.24
ORD-2104,2024-06-05,West,Groceries,Spices,Consumer,Express,6,0.2,173.37,21.86
ORD-2105,2024-06-05,East,Clothing,Cap,Corporate,Express,2,0.0,79.8,25.78
ORD-2106,2024-06-05,East,Clothing,Cap,Consumer,Standard,3,0.0,196.77,54.15
ORD-2107,2024-06-05,West,Furniture,Dining Table,Small Business,Standard,2,0.1,506.43,72.63
ORD-2108,2024-06-06,West,Stationery,Notebook,Consumer,Standard,3,0.0,13.38,5.12
ORD-2109,2024-06-06,North,Groceries,Coffee,Corporate,Express,6,0.05,26.35,3.53
ORD-2110,2024-06-06,East,Groceries,Cereal,Corporate,Express,5,0.2,141.36,21.03
ORD-2111,2024-06-06,West,Electronics,Headphones,Consumer,Express,7,0.0,2855.48,292.64
ORD-2112,2024-06-06,South,Clothing,T-Shirt,Consumer,Same Day,2,0.0,176.87,49.1
ORD-2113,2024-06-06,East,Electronics,Tablet,Consumer,Standard,1,0.05,603.2,87.88
ORD-2114,2024-06-06,East,Stationery,Pen Set,Consumer,Standard,2,0.1,83.56,15.18
ORD-2115,2024-06-06,West,Stationery,Notebook,Consumer,Standard,4,0.0,17.06,4.13
ORD-2116,2024-06-06,North,Stationery,Notebook,Corporate,Standard,2,0.05,108.5,22.82
ORD-2117,2024-06-06,East,Furniture,Office Chair,Corporate,Express,4,0.05,849.73,49.37
ORD-2118,2024-06-06,North,Groceries,Spices,Consumer,Standard,7,0.05,242.41,48.7
ORD-2119,2024-06-06,West,Clothing,T-Shirt,Consumer,Standard,4,0.1,309.36,81.06
ORD-2120,2024-06-07,South,Electronics,Smartphone,Consumer,Standard,2,0.1,500.95,68.34
ORD-2121,2024-06-07,South,Clothing,Jeans,Corporate,Same Day,2,0.0,91.34,19.9
ORD-2122,2024-06-07,North,Groceries,Cereal,Consumer,Standard,1,0.0,19.01,4.51
ORD-2123,2024-06-07,East,Clothing,Sneakers,Consumer,Standard,2,0.1,86.02,27.51
